"State","Hospital.name","Establishment.ID","Medicare.Provider.No.","Local.Hospital.Network.identifier","Local.Hospital.Network","Address.Line.1","Address.Line.2","asgc_ra","Remoteness.area","Number.of.available.beds","X2012.13.Peer.Group.code","Peer.Group.Name","Provided.data.for.NPHED","Provided.data.for.NHMD","Provided.data.for.NAPEDCD","Provided.data.for.ESWT","Provided.data.for.NNAPCD","IHPA.funding.designation","full_address","lat","lon","geo_address"
"NSW","White Cliffs MPS","1186S2510","",115,"Far West","Johnston                                      St","White Cliffs                                           2836",4,"Very remote",0,"VS","Very small","Yes","No","No","No","No","Block-funded hospital","Johnston St White Cliffs 2836",-30.8502799,143.0899913,"johnston st, white cliffs nsw 2836, australia"
"NSW","Wilcannia (MPS)","1186S2040","0012380F",115,"Far West","14 Ross                                          St","Wilcannia                                              2836",4,"Very remote",8,"VS","Very small","Yes","Yes","Yes","No","Yes","Block-funded hospital","14 Ross St Wilcannia 2836",-31.5563951,143.3853221,"14 ross st, wilcannia nsw 2836, australia"
"NSW","Wingham","1180J2260","0012610H",109,"Hunter New England","32 Bungay                                        Rd","Wingham                                                2429",1,"Inner Regional",32,"N2","Rehabilitation and GEM","Yes","Yes","No","No","Yes","Block-funded hospital","32 Bungay Rd Wingham 2429",-31.8772825,152.3660961,"32 bungay rd, wingham nsw 2429, australia"
"NSW","Wollongong","1173P2080","0012400W",108,"Illawarra Shoalhaven","348 Crown                                         St","Wollongong                                             2500",0,"Major Cities",486.3,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","348 Crown St Wollongong 2500",-34.4247486,150.8835055,"348 crown st, wollongong nsw 2500, australia"
"NSW","Woy Woy","1177B2030","0012650Y",107,"Central Coast","7 Kathleen                                      St","Woy Woy                                                2256",0,"Major Cities",52.8,"N1","Mixed subacute and non-acute","Yes","Yes","No","No","Yes","Activity-based funded hospital","7 Kathleen St Woy Woy 2256",-33.4971884,151.3207932,"7 kathleen st, woy woy nsw 2256, australia"
"NSW","Wyalong","1184L2260","0012410T",114,"Murrumbidgee","70 Ungarie                                       Rd","West Wyalong                                           2671",2,"Outer Regional",22,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","70 Ungarie Rd West Wyalong 2671",-33.9164404,147.1967518,"wyalong hospital, 70 ungarie rd, west wyalong nsw 2671, australia"
"NSW","Wyong","1177B2060","0012770L",107,"Central Coast","Pacific                                       Hwy","Kanwal                                                 2259",0,"Major Cities",331.9,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Pacific Hwy Kanwal 2259",-33.2592524,151.485053,"pacific hwy, kanwal nsw 2259, australia"
"NSW","Yass","1183N2170","0012420L",113,"Southern NSW","145 Meehan                                        St","Yass                                                   2582",1,"Inner Regional",10,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","145 Meehan St Yass 2582",-34.8438576,148.9070456,"yass district hospital, 145 meehan st, yass nsw 2582, australia"
"NSW","Young","1184N2180","0012430K",114,"Murrumbidgee","68 Allanan                                       St","Young                                                  2594",1,"Inner Regional",27.6,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Block-funded hospital","68 Allanan St Young 2594",-34.3205758,148.2884644,"young district hospital, 68 allanan st, young nsw 2594, australia"
"NT","Alice Springs Hospital","717100072","",702,"Central Australia (NT)","Gap                                           Rd","Alice Springs                                           870",3,"Remote",183,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Gap Rd Alice Springs 870",-23.7133701,133.8748203,"gap rd, alice springs nt 0870, australia"
"NT","Gove Hospital","717100075","",701,"Top End (NT)","Mathew Flinders                               WAY","Nhulunbuy                                               880",4,"Very remote",34,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Block-funded hospital","Mathew Flinders WAY Nhulunbuy 880",-12.1866964,136.7801884,"matthew flinders way, nhulunbuy nt 0880, australia"
"NT","Katherine Hospital","717100074","",701,"Top End (NT)","Gorge                                         Rd","Katherine                                               850",3,"Remote",60,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Gorge Rd Katherine 850",-14.4382689,132.2790255,"gorge rd, katherine nt 0850, australia"
"NT","Royal Darwin Hospital","717100071","",701,"Top End (NT)","Rocklands                                     DV","Tiwi                                                    810",2,"Outer Regional",367,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Rocklands DV Tiwi 810",-12.3594696,130.8790074,"rocklands dr, tiwi nt 0810, australia"
"NT","Tennant Creek Hospital","717100073","",702,"Central Australia (NT)","Schmidt                                       St","Tennant Creek                                           860",4,"Very remote",20,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Schmidt St Tennant Creek 860",-19.6464093,134.1881756,"schmidt st, tennant creek nt 0860, australia"
"QLD","Alpha Hospital","310000131","",317,"Central West (Qld)","GORDON                                        St","ALPHA                                                  4724",4,"Very remote",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","GORDON St ALPHA 4724",-23.6543863,146.6342522,"gordon st, alpha qld 4724, australia"
"QLD","Atherton Hospital","310000211","",312,"Cairns and Hinterland","LOUISE and JACK                               St","ATHERTON                                               4883",2,"Outer Regional",57,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","LOUISE and JACK St ATHERTON 4883",-17.267115,145.4823822,"louise st & jack st, atherton qld 4883, australia"
"QLD","Augathella Hospital","310000111","",326,"South West (Qld)","CAVANAGH                                      St","AUGATHELLA                                             4477",4,"Very remote",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","CAVANAGH St AUGATHELLA 4477",-25.7962627,146.5861143,"cavanagh st, augathella qld 4477, australia"
"QLD","Ayr Hospital","310000191","",313,"Townsville","2      CHIPPENDALE                                   St","AYR                                                    4807",2,"Outer Regional",32,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","2 CHIPPENDALE St AYR 4807",-19.5641195,147.4087894,"2 chippendale st, ayr qld 4807, australia"
"QLD","Babinda Hospital","310000212","",312,"Cairns and Hinterland","128    MUNRO                                         St","BABINDA                                                4861",2,"Outer Regional",22,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","128 MUNRO St BABINDA 4861",-17.3432274,145.918709,"128 munro st, babinda qld 4861, australia"
"QLD","Baillie Henderson Hospital","340000701","",325,"Darling Downs","HOGG and TOR                                  St","TOOWOOMBA                                              4350",1,"Inner Regional",112,"Ps","Psychiatric","Yes","Yes","No","No","No","Block-funded hospital","HOGG and TOR St TOOWOOMBA 4350",-27.5279528,151.9337875,"tor st & hogg st, cranley qld 4350, australia"
"QLD","Bamaga Hospital","310000213","",327,"Torres and Cape","82     SAGAUKAZ                                      St","BAMAGA                                                 4876",4,"Very remote",14,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","82 SAGAUKAZ St BAMAGA 4876",-10.8942623,142.3851203,"82 sagaukaz st, bamaga qld 4876, australia"
"QLD","Baralaba Hospital","310000132","",316,"Central Queensland","STOPFORD                                      St","BARALABA                                               4702",2,"Outer Regional",5,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","STOPFORD St BARALABA 4702",-24.1799431,149.8120737,"stopford st, baralaba qld 4702, australia"
"QLD","Barcaldine Hospital","310000152","",317,"Central West (Qld)","OAK                                           St","BARCALDINE                                             4725",4,"Very remote",12,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","OAK St BARCALDINE 4725",-23.5524983,145.2892386,"oak st, barcaldine qld 4725, australia"
"QLD","Beaudesert Hospital","310000041","",322,"Metro South (Qld)","64     TINA                                          St","BEAUDESERT                                             4285",1,"Inner Regional",32,"S2","Public acute group D","Yes","Yes","No","Yes","Yes","Block-funded hospital","64 TINA St BEAUDESERT 4285",-27.9850783,153.0028375,"beaudesert hospital, 64 tina st, beaudesert qld 4285, australia"
"QLD","Biggenden Hospital","310000061","",318,"Wide Bay","ALICE                                         St","BIGGENDEN                                              4621",2,"Outer Regional",7,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","ALICE St BIGGENDEN 4621",-25.5077874,152.0499121,"alice st, biggenden qld 4621, australia"
"QLD","Biloela Hospital","310000133","",316,"Central Queensland","2      HOSPITAL                                      Rd","BILOELA                                                4715",2,"Outer Regional",24,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","2 HOSPITAL Rd BILOELA 4715",-24.3963321,150.5184048,"2 hospital rd, biloela qld 4715, australia"
"QLD","Blackall Hospital","310000153","",317,"Central West (Qld)","SHAMROCK                                      St","BLACKALL                                               4472",4,"Very remote",18,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","SHAMROCK St BLACKALL 4472",-24.4247189,145.4659289,"shamrock st, blackall qld 4472, australia"
"QLD","Blackwater Hospital","310000134","",316,"Central Queensland","MACKENZIE                                     St","BLACKWATER                                             4717",2,"Outer Regional",10,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","MACKENZIE St BLACKWATER 4717",-23.5756105,148.8781977,"mackenzie st, blackwater qld 4717, australia"
"QLD","Boonah Hospital","310000042","",324,"West Moreton","11     LEONARD                                       St","BOONAH                                                 4310",1,"Inner Regional",22,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","11 LEONARD St BOONAH 4310",-27.9990604,152.6787072,"11 leonard st, boonah qld 4310, australia"
"QLD","Bowen Hospital","310000192","",314,"Mackay","GREGORY                                       St","BOWEN                                                  4805",2,"Outer Regional",27,"S1","Public acute group C","Yes","Yes","No","No","Yes","Block-funded hospital","GREGORY St BOWEN 4805",-20.0086872,148.2415222,"gregory st, bowen qld 4805, australia"
"QLD","Bundaberg Hospital","310000062","",318,"Wide Bay","BOURBONG                                      St","BUNDABERG                                              4670",1,"Inner Regional",264,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","BOURBONG St BUNDABERG 4670",-24.8680548,152.3414157,"bourbong st, bundaberg qld 4670, australia"
"QLD","Caboolture Hospital","310000030","",320,"Metro North (Qld)","MCKEAN                                        St","CABOOLTURE                                             4510",0,"Major Cities",265,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","MCKEAN St CABOOLTURE 4510",-27.0787893,152.9577617,"mckean st, caboolture qld 4510, australia"
